name,country,region,wmo,icao,latitude,longitude,elevation,timezone,hourly_start,hourly_end,daily_start,daily_end,monthly_start,monthly_end,distance
Wadi Halfa,SD,ASH,62600,HSSW,21.8167,31.4833,183.0,Africa/Khartoum,1949-01-30,2019-05-15,1957-07-01,2019-04-14,1957-01-01,2021-01-01,9786568.351001287
Berberati,CF,MKD,64600,FEFT,4.25,15.8,582.0,Asia/Colombo,1949-04-01,2025-04-22,1950-01-01,2025-04-12,1949-01-01,2021-01-01,9786779.898044284
Carskaja / Shar,KZ,VOS,36394,,49.5833,81.05,334.0,Asia/Almaty,1953-02-18,2025-04-02,1953-06-18,2025-04-11,2018-01-01,2021-01-01,9790558.818141436
Puerto Deseado Aerodrome,AR,Z,87896,SAWD,-47.7333,-65.9167,81.0,America/Argentina/Rio_Gallegos,1939-02-01,2025-02-20,1962-07-22,2025-04-08,1969-01-01,2022-01-01,9792713.912157832
Makokou,GA,OI,64556,FOOK,0.5667,12.8667,509.0,Africa/Libreville,1973-01-01,2025-04-13,1953-01-01,2023-10-05,1953-01-01,2021-01-01,9799728.766621467
Souanke,CG,SA,64460,FCOS,2.0667,14.1333,549.0,Africa/Brazzaville,1950-08-01,2024-11-12,1973-04-18,2024-11-12,1951-01-01,2021-01-01,9800627.47293858
Kzyl-Orda,KZ,KZY,38062,UAOO,44.85,65.5,129.0,Asia/Aqtobe,1932-01-01,2025-04-23,1933-01-01,2025-04-11,1961-01-01,2022-01-01,9800684.879737552
Ulan-Ude,RU,BU,30823,UIUU,51.8333,107.6,510.0,Asia/Irkutsk,1948-01-01,2025-04-23,1886-04-01,2022-04-25,1886-01-01,2022-01-01,9805721.33097294
Mouila,GA,NG,64550,FOGM,-1.8667,11.0167,88.0,Africa/Libreville,1949-12-02,2025-04-02,1973-01-11,2023-10-05,1951-01-01,2020-01-01,9816130.777355704
Wejh,SA,TB,40400,OEWJ,26.2,36.4667,20.0,Asia/Riyadh,1973-01-01,2025-04-23,1973-01-01,2025-04-09,1967-01-01,2022-01-01,9817163.566081677
Zlikha,KZ,KZY,35969,,45.25,67.0667,138.0,Asia/Aqtobe,1953-02-16,2025-04-02,1953-03-13,2025-04-11,1959-01-01,2021-01-01,9820438.650903339
Zhangiztobe,KZ,VOS,36397,,49.2167,81.2167,455.0,Asia/Almaty,1948-01-01,2025-04-02,1948-01-31,2025-03-24,1960-01-01,2020-01-01,9833056.250410596
Wakkanai Airport,JP,HK,47441,RJCW,45.4,141.8,8.0,Asia/Tokyo,1973-01-01,2025-04-23,2020-01-21,2022-04-01,,,9834543.202419844
Ramsar,IR,MZD,40732,OINR,36.9,50.6667,-23.0,Asia/Tehran,1973-01-01,2025-04-23,2008-07-06,2014-11-12,1985-01-01,2013-01-01,9837934.181253398
Bektauata,KZ,KAR,35699,,47.45,74.8167,620.0,Asia/Almaty,1953-02-17,2025-04-02,1939-01-01,2024-01-21,1939-01-01,2021-01-01,9853667.840711335
Ghazvin,IR,ZAN,40731,OIIK,36.25,50.0,1278.0,Asia/Tehran,1973-01-01,2025-04-23,1973-01-01,2025-04-11,1992-01-01,2022-01-01,9857230.95033562
Kermanshah,IR,KRM,40766,OICC,34.2667,47.1167,1320.0,Asia/Tehran,1957-07-01,2025-04-23,1951-01-01,2025-04-10,1951-01-01,2022-01-01,9860156.653169695
Barshatas / Imeni Stalina,KZ,VOS,36498,,48.1667,78.4167,643.0,Asia/Almaty,1959-01-01,2025-04-02,1937-10-01,2021-03-10,1937-01-01,2021-01-01,9876856.004540658
Gobernador Gregores Aerodrome,AR,Z,87880,SAWR,-48.7833,-70.1667,358.0,America/Argentina/Rio_Gallegos,1973-01-01,2025-02-20,1973-01-01,2024-11-23,1950-01-01,2020-01-01,9878957.672045501
Mombetsu Airport,JP,HK,47474,RJEB,44.25,143.5333,6.0,Asia/Tokyo,1973-04-01,2025-04-23,2020-02-04,2022-03-22,,,9883086.3439213
Al Najaf International,IQ,,,ORNI,31.9897,44.4044,23.0,Asia/Baghdad,1963-01-17,2025-04-23,2012-10-06,2022-04-03,,,9884770.917227434
Tchibanga,GA,NY,64507,FOOT,-2.85,11.0167,83.0,Africa/Libreville,1973-01-01,2025-04-13,1958-01-06,2023-10-04,1958-01-01,2021-01-01,9886529.325112047
Lastoursville,GA,OL,64560,FOOR,-0.8333,12.7167,483.0,Africa/Libreville,1973-01-01,2025-04-10,1973-01-11,2024-01-17,1953-01-01,2021-01-01,9886948.72995176
Nakashibetsu Airport,JP,HK,47483,RJCN,43.5667,144.9667,66.0,Asia/Tokyo,1973-04-10,2025-04-23,2020-01-24,2022-04-11,,,9893543.289895428
Memambetsu Airport,JP,HK,47481,RJCM,43.8833,144.1667,33.0,Asia/Tokyo,1973-01-01,2025-04-23,2020-01-25,2022-03-21,,,9894366.371324187
Mayumba,GA,NY,64503,FOOY,-3.4167,10.65,31.0,Africa/Libreville,1949-12-06,2022-07-14,1973-01-11,2005-04-28,1951-01-01,2005-01-01,9895981.470066566
N'Dele,CF,BBA,64654,FEFN,8.4,20.65,510.0,Asia/Colombo,1950-02-01,2018-10-02,1950-01-01,2012-12-09,1950-01-01,2012-01-01,9899867.690541053
Bol'Soe Narymskoe,KZ,VOS,36428,,49.2,84.5167,401.0,Asia/Almaty,1953-02-16,2025-04-02,1937-09-01,2021-03-10,1937-01-01,2021-01-01,9903576.818888528
Kokpekty,KZ,VOS,36535,,48.75,82.3667,511.0,Asia/Almaty,1948-01-01,2025-04-02,1902-02-01,2024-09-24,1902-01-01,2021-01-01,9907740.458072111
Dongola,SD,ASH,62650,HSDN,19.1667,30.4833,226.0,Africa/Khartoum,1949-03-01,2023-04-15,1973-01-03,2023-11-19,1968-01-01,2021-01-01,9909153.888488697
El Fasher,SD,ND,62760,HSFS,13.6167,25.3333,733.0,Africa/Khartoum,1943-04-01,2023-04-13,1943-04-01,2023-11-19,1943-01-01,2021-01-01,9909726.100149654
Urgench,UZ,XO,38396,,41.5667,60.5667,99.0,Asia/Samarkand,1948-01-01,2025-04-03,1936-01-01,2025-03-24,1936-01-01,2021-01-01,9910126.556591952
Ciili,KZ,KZY,38069,,44.1667,66.75,0.0,Asia/Aqtobe,1948-01-01,2025-04-03,1936-01-01,2021-03-10,1936-01-01,2021-01-01,9914886.982444197
Ak-Bajtal,UZ,NW,38178,,43.15,64.3333,233.0,Asia/Samarkand,1957-02-01,2025-04-03,1957-02-03,2025-04-11,1962-01-01,2021-01-01,9919337.259592617
Al Kut / Az Zarg?n?yah,IQ,WS,,ORUB,32.4837,45.7559,21.0,Asia/Baghdad,1988-11-20,2025-03-09,2007-07-05,2011-07-30,,,9927801.772806508
Balhash,KZ,KAR,35796,,46.8,75.0833,352.0,Asia/Almaty,1948-01-01,2025-04-02,1936-01-01,2025-04-11,1936-01-01,2021-01-01,9928168.338549204
Birao,CF,VAK,64658,FEFI,10.2833,22.7833,463.0,Asia/Colombo,1973-01-01,2025-01-01,1951-03-01,1999-11-03,1951-01-01,2002-01-01,9942176.211021932
San Julian Aerodrome,AR,Z,87909,SAWJ,-49.3167,-67.75,58.0,America/Argentina/Rio_Gallegos,1973-01-01,2025-02-20,1973-01-01,2025-04-08,1973-01-01,2021-01-01,9952666.355355151
Koktas / Saryshaghan,KZ,KAR,35895,,46.0333,73.5333,344.0,Asia/Almaty,1973-09-22,2025-04-02,1961-09-01,1991-12-31,1961-01-01,1991-01-01,9960429.24651468
Babulsar,IR,MZD,40736,,36.7167,52.65,-21.0,Asia/Tehran,1949-11-27,2025-04-03,1949-11-27,2025-04-11,1949-01-01,2021-01-01,9962382.94057202
Asahikawa Ab,JP,HK,47477,RJCA,43.8,142.3667,115.0,Asia/Tokyo,1973-01-03,2025-04-14,2005-07-09,2011-03-12,,,9971307.435002258
Kushiro,JP,HK,47418,RJCS,42.9833,144.4,32.0,Asia/Tokyo,1952-12-31,2025-04-08,1951-01-01,2025-04-09,1889-01-01,2021-01-01,9972585.182709226
Kushiro Airport,JP,HK,47489,RJCK,43.0333,144.2,95.0,Asia/Tokyo,1973-01-01,2025-04-23,2020-01-20,2022-04-22,,,9975655.212965496
Buzaubaj,UZ,NW,38403,,41.75,62.4667,98.0,Asia/Samarkand,1960-01-01,2025-04-03,1960-01-01,2025-04-11,1974-01-01,2021-01-01,9975800.025792891
Asahikawa Airport,JP,HK,47476,RJEC,43.6667,142.45,208.0,Asia/Tokyo,1973-01-01,2025-04-23,2020-01-16,2022-04-01,,,9981281.11392455
Tehran-Mehrabad,IR,TEH,40754,OIII,35.6833,51.35,1204.0,Asia/Tehran,1943-11-01,2025-04-23,1943-11-01,2025-04-11,1943-01-01,2022-01-01,9982102.552574046
Tahiti-Faaa,PF,IC,91938,NTAA,-17.55,-149.6167,2.0,Pacific/Gambier,1973-01-01,2025-04-23,1973-01-01,2025-04-09,1950-01-01,2022-01-01,9992491.58005317
Nyala / Nayala / Baggarda,SD,SF,,HSNN,12.0535,24.9562,642.0,Africa/Khartoum,1979-01-01,2023-04-13,,,,,9993018.488111537
Gharakhil,IR,MZD,40737,,36.45,52.8167,12.0,Asia/Tehran,1989-01-01,2025-03-31,,,,,9995001.394930989
Ouesso,CG,SA,64458,FCOU,1.6167,16.05,352.0,Africa/Brazzaville,1949-12-02,2025-01-20,1950-01-01,2023-06-14,1950-01-01,2021-01-01,9996072.4621944
Franceville / Bongo,GA,HO,,FOON,-1.65,13.4333,441.0,Africa/Libreville,1981-01-01,2025-04-22,,,,,10006340.525920095
Bangui,CF,MP,64650,FEFF,4.4,18.5167,365.0,Asia/Colombo,1949-04-01,2025-04-23,1973-02-06,2025-04-11,1949-01-01,2021-01-01,10006812.006056016
Arak,IR,MKZ,40769,OIHR,34.1,49.4,1720.0,Asia/Tehran,1943-10-18,2025-04-22,1943-10-18,2025-04-11,1943-01-01,2022-01-01,10008779.403117595
Aksuat / Aqs?at,KZ,VOS,36643,,47.8,82.8333,548.0,Asia/Almaty,1959-01-10,2025-04-02,1941-07-01,1991-12-31,1941-01-01,1991-01-01,10018849.745910352
Rafha,SA,HS,40362,OERF,29.6167,43.4833,449.0,Asia/Riyadh,1951-04-06,2025-04-23,1963-03-18,2025-04-11,1977-01-01,2022-01-01,10021787.117204394
Zuz-Agac / Zhuz-Agach,KZ,VOS,36619,,47.0833,79.7167,422.0,Asia/Almaty,1960-05-29,2025-04-02,1966-01-01,1991-12-31,1966-01-01,1991-01-01,10022899.543000156
Santa Cruz Aerodrome,AR,Z,87912,SAWU,-50.0167,-68.5667,113.0,America/Argentina/Rio_Gallegos,1939-02-01,2025-02-20,,,1951-01-01,2019-01-01,10024659.727001969
Maraveh-Tappeh / Mar?veh Tappeh,IR,MZD,40721,,37.9,55.95,460.0,Asia/Tehran,2001-08-24,2025-04-03,,,,,10029024.549042854
Tokachi / Nishi-nij?,JP,HK,,RJCT,42.9,143.1667,84.0,Asia/Tokyo,1981-05-06,2025-04-14,2005-07-09,2011-03-12,,,10029083.791396871
Ghuchan,IR,MZD,40740,,36.85,54.2667,1286.0,Asia/Tehran,1949-08-13,2025-04-03,,,,,10036736.25924738
Culakkurgan / Sholaqqkorghan,KZ,YUZ,38201,,43.8,69.2,481.0,Asia/Qyzylorda,1960-08-04,2025-04-03,1936-01-01,2022-07-03,1936-01-01,2021-01-01,10041219.83914996
Obihiro Airport,JP,HK,47490,RJCB,42.7333,143.2167,149.0,Asia/Tokyo,1973-01-01,2025-04-23,2020-01-20,2022-03-19,,,10043447.239160137
Gorgan,IR,MZD,40738,OING,36.8167,54.4667,155.0,Asia/Tehran,1973-01-01,2025-04-23,1973-01-01,2025-04-11,1995-01-01,2022-01-01,10050246.25481182
Achisaj,KZ,YUZ,38196,,43.55,68.9,0.0,Asia/Qyzylorda,1961-12-03,2025-04-03,1936-01-01,2021-06-12,1936-01-01,2020-01-01,10055255.349265674
Turkestan,KZ,YUZ,38198,,43.2667,68.2167,209.0,Asia/Qyzylorda,1932-01-04,2025-04-03,1882-04-01,2025-04-11,1882-01-01,2021-01-01,10058295.89292301
Urdzhar,KZ,VOS,36639,,47.1167,81.6167,501.0,Asia/Almaty,1953-02-16,2025-04-02,1953-03-06,2025-04-11,1969-01-01,2022-01-01,10064501.895958738
Tamdy,UZ,NW,38413,UTSM,41.7333,64.6167,238.0,Asia/Samarkand,1959-11-10,2025-04-03,1932-06-02,2025-04-11,1932-01-01,2021-01-01,10067631.000284927
Makabana,CG,NI,64403,FCPA,-3.4833,12.6167,160.0,Africa/Brazzaville,1973-01-03,2024-11-12,1973-03-03,2024-11-12,1965-01-01,2021-01-01,10067827.940777307
Makoua,CG,CU,64456,FCOM,-0.0167,15.5833,394.0,Africa/Brazzaville,1973-01-02,2024-11-12,1955-01-01,2024-11-12,1953-01-01,2021-01-01,10072948.328253966
Kyzylkum / Zhanasharva,KZ,YUZ,38301,,42.8,67.4167,185.0,Asia/Qyzylorda,1959-01-01,2024-09-11,1947-01-01,1991-12-31,1947-01-01,1991-01-01,10074323.99956659
Sapporo Ab,JP,HK,47479,RJCO,43.1167,141.3833,8.0,Asia/Tokyo,1973-01-01,2025-04-23,2005-07-09,2022-04-01,,,10075354.75610916
Bora-Bora,PF,,91930,NTTB,-16.45,-151.75,4.0,Pacific/Tahiti,1943-08-04,2025-04-23,1943-08-04,2025-04-09,1963-01-01,2022-01-01,10078884.652691733
Hail,SA,HL,40394,OEHL,27.4333,41.6833,1015.0,Asia/Riyadh,1973-01-01,2025-04-23,1973-01-01,2025-04-09,1967-01-01,2022-01-01,10080856.42511334
Bambari,CF,UK,64660,FEFM,5.85,20.65,474.0,Africa/Bangui,1973-01-01,2022-01-14,1952-06-01,2012-12-22,1952-01-01,2012-01-01,10083258.375220666
Yenbo,SA,MD,40439,OEYN,24.15,38.0667,8.0,Asia/Riyadh,1973-01-01,2025-04-23,1973-01-01,2025-04-10,1974-01-01,2022-01-01,10092088.61565959
Chitose Japanese Air Self Defense Force,JP,HK,47434,RJCJ,42.8167,141.6833,27.0,Asia/Tokyo,1988-09-01,2025-04-08,1988-09-02,2022-04-10,2005-01-01,2022-01-01,10093820.218828233
Chitose Ab,JP,HK,47425,RJCC,42.8,141.6667,27.0,Asia/Tokyo,1945-10-31,2025-04-23,1945-11-01,2022-04-25,1945-01-01,2022-01-01,10096091.856944002
Zajsan / Zaysan,KZ,VOS,36665,,47.4667,84.9167,603.0,Asia/Almaty,1948-01-01,2025-04-02,1936-01-01,2021-03-10,1936-01-01,2021-01-01,10097287.106473863
Pointe-Noire,CG,KL,64400,FCPP,-4.8167,11.9,17.0,Africa/Brazzaville,1942-12-20,2025-04-23,1947-03-01,2025-04-12,1947-01-01,2021-01-01,10102285.756684337
Semnan,IR,SMN,40757,OIIS,35.55,53.3833,1171.0,Asia/Tehran,1973-01-01,2025-04-08,1973-01-01,2025-03-07,1978-01-01,2021-01-01,10105597.699619595
Safi-Abad Dezful,IR,KZT,40794,,32.2667,48.4333,82.0,Asia/Tehran,1996-12-01,2025-04-04,,,,,10109154.60856519
Shahrud,IR,SMN,40739,,36.4167,55.0333,1345.0,Asia/Tehran,1957-07-01,2025-04-03,,,,,10115956.75221805
Furmanovo / Moyynkum,KZ,ZHA,38099,,44.2833,72.95,350.0,Asia/Almaty,1960-01-01,2025-04-03,1936-01-01,2022-10-20,1936-01-01,2021-01-01,10120274.309388937
Qiqihar,CN,HL,50745,ZYQQ,47.3833,123.9167,148.0,Asia/Harbin,1956-08-20,2025-04-10,1951-01-01,2025-04-11,1951-01-01,2022-01-01,10122166.628228916
Cajan / Shayan,KZ,YUZ,38207,,43.0333,69.3667,365.0,Asia/Qyzylorda,1959-01-01,2025-04-03,1936-05-01,2023-07-26,1938-01-01,2021-01-01,10123537.546193738
Dolisie,CG,NI,,FCPD,-4.2,12.7,390.0,Africa/Brazzaville,1949-12-02,2025-01-20,,,,,10126125.839853406
Mataj / Matay,KZ,ALM,36773,,45.85,78.7167,412.0,Asia/Almaty,1959-01-02,2025-04-02,1936-01-01,2021-03-25,1936-01-01,2020-01-01,10126900.78655983
Zavkhan,MN,DZ,,ZMTL,48.7383,98.2961,1699.0,Asia/Hovd,1969-01-01,2025-03-20,,,,,10132471.556343991
Kashan,IR,EFH,40785,OIFK,33.9833,51.45,982.0,Asia/Tehran,1973-01-01,2025-04-04,1973-02-04,2025-04-11,1992-01-01,2021-01-01,10136672.358595887
Bojnourd,IR,KS,40723,OIMN,37.4667,57.3333,1074.0,Asia/Tehran,1977-12-01,2025-04-23,1977-12-05,2025-04-11,1992-01-01,2022-01-01,10138121.65663741
Bahty / Baqty,KZ,VOS,36736,,46.65,82.75,441.0,Asia/Urumqi,1948-01-01,2025-04-02,1894-12-01,2021-03-10,1894-01-01,2021-01-01,10139508.918129908
Ashgabat Keshi,TM,AL,38880,UTAA,37.9667,58.3333,210.0,Asia/Ashgabat,1932-01-01,2025-04-23,1933-01-12,2025-04-11,1936-01-01,2022-01-01,10141411.257597463
Sibiti,CG,LE,64405,FCBS,-3.6833,13.35,530.0,Africa/Brazzaville,1949-12-02,2024-11-12,1950-01-01,2024-11-12,1950-01-01,2021-01-01,10144477.337364875
Usharal / Uc-Aral / Üsharal,KZ,ALM,36729,,46.1667,80.9333,397.0,Asia/Almaty,1953-02-16,2025-04-02,1936-01-01,2021-03-10,1936-01-01,2021-01-01,10149070.377660047
Arys,KZ,YUZ,38316,,42.4333,68.8,240.0,Asia/Qyzylorda,1959-01-01,2025-04-03,1936-01-01,2024-08-07,1936-01-01,2021-01-01,10162452.467790572
Bakanas,KZ,ALM,36821,,44.8333,76.2667,0.0,Asia/Almaty,1959-01-14,2025-04-02,1936-01-01,2021-03-10,1936-01-01,2021-01-01,10165275.611321231
Impfondo,CG,LI,64459,FCOI,1.6167,18.0667,335.0,Africa/Brazzaville,1949-12-05,2025-01-20,1973-02-16,2024-11-12,1949-01-01,2021-01-01,10167790.869095886
Muroran,JP,HK,47423,RJCY,42.3167,140.9833,40.0,Asia/Tokyo,1952-12-31,2025-04-08,1951-01-01,2025-04-09,1951-01-01,2022-01-01,10169444.191722112
Ali-Goodarz,IR,LRS,40783,,32.4,49.6833,1972.0,Asia/Tehran,1991-09-19,2025-04-04,,,,,10172145.78134594
Madinah,SA,MD,40430,OEMA,24.55,39.7,654.0,Asia/Riyadh,1958-03-02,2025-04-23,1958-03-02,2025-04-10,1956-01-01,2022-01-01,10176179.75315055
Cabinda,AO,CAB,66104,FNCA,-5.55,12.1833,25.0,Africa/Luanda,1949-01-04,2025-04-21,,,1975-01-01,1975-01-01,10178742.486498924
Djambala,CG,PL,64453,FCBD,-2.5333,14.7667,791.0,Africa/Brazzaville,1950-02-03,2024-11-12,1950-08-01,2023-10-04,1950-01-01,2021-01-01,10182994.596554244
Masjed-Soleyman,IR,KZT,40812,OIAI,31.9833,49.2667,372.0,Asia/Tehran,1973-01-01,2025-04-04,2017-02-03,2019-10-29,,,10183362.323503995
El Turbio / Elturbio / Veintiocho de Noviembre,AR,Z,,SAWT,-51.6,-72.2167,273.0,America/Argentina/Rio_Gallegos,1980-03-19,2021-12-06,,,,,10183926.235812439
Puerto Natales / Puerto Bories,CL,MA,85921,SCNT,-51.7,-72.5333,70.0,America/Santiago,1984-01-15,2025-04-22,,,,,10194221.067372471
Gemena,CD,EQ,64006,FZFK,3.2833,19.7833,475.0,Africa/Lubumbashi,1973-01-02,2025-01-22,,,,,10194283.807468148
Rio Gallegos Aerodrome,AR,Z,87925,SAWG,-51.6167,-69.2833,20.0,America/Argentina/Rio_Gallegos,1959-01-07,2025-04-23,1956-02-01,2025-04-08,1953-01-01,2021-01-01,10197750.96931123
Sarkand,KZ,ALM,36786,,45.4167,79.9,1113.0,Asia/Almaty,1959-01-01,2025-04-02,1936-01-01,2021-07-26,1936-01-01,2021-01-01,10202772.012748752
Ahwaz,IR,KZT,40811,OIAW,31.3333,48.6667,20.0,Asia/Tehran,1973-01-01,2025-04-23,1973-01-06,2025-04-11,1990-01-01,2022-01-01,10203160.561354982
Novotroitskoe,KZ,ZHA,38222,,43.7,73.7833,456.0,Asia/Almaty,1959-01-01,2025-04-03,1955-01-01,2024-12-06,1955-01-01,2021-01-01,10206393.159963723
Shymkent,KZ,YUZ,38328,UAII,42.3167,69.7,552.0,Asia/Qyzylorda,1948-01-01,2025-04-23,1948-01-01,2025-04-11,1949-01-01,2022-01-01,10207043.904129881
Aul Turara Ryskulova,KZ,YUZ,38334,,42.4833,70.3,0.0,Asia/Qyzylorda,1959-01-01,2025-04-03,1936-01-01,2021-03-10,1936-01-01,2021-01-01,10211973.074003877
Zhambyl,KZ,ZHA,38341,,42.85,71.3833,653.0,Asia/Almaty,1948-01-01,2021-12-12,1936-01-01,2019-04-11,1937-01-01,2021-01-01,10213114.308643376
Mouyondzi,CG,BO,64402,FCBM,-3.9833,13.9167,509.0,Africa/Brazzaville,1950-02-12,2024-11-12,1954-04-01,2023-10-01,1954-01-01,2021-01-01,10214098.877435116
Basrah,IQ,BA,40689,ORMM,30.5667,47.7833,0.0,Asia/Baghdad,1937-07-18,2025-04-23,1973-01-17,2022-04-25,1949-01-01,2021-01-01,10214688.108181583
Aydarli / Aydarly,KZ,ALM,36819,,44.1333,75.85,499.0,Asia/Almaty,1959-01-01,2025-04-02,1955-01-01,2023-04-15,1955-01-01,2021-01-01,10225411.37242343
Nurata,UZ,NW,38565,,40.55,65.6833,501.0,Asia/Samarkand,1948-01-06,2025-04-03,1910-01-28,2025-03-26,1936-01-01,2021-01-01,10226085.229063062
Gamboma,CG,PL,64454,FCOG,-1.8667,15.8667,476.0,Africa/Brazzaville,1949-12-02,2024-11-12,1950-01-01,2024-10-27,1950-01-01,2021-01-01,10229166.850580638
Hakodate Airport,JP,HK,47488,RJCH,41.7667,140.8167,33.0,Asia/Tokyo,1973-01-01,2025-04-23,2020-01-19,2022-03-21,,,10230223.499372035
Moanda,CD,BC,64201,FZAG,-6.0,12.4167,27.0,Africa/Lubumbashi,1973-01-01,2019-07-07,,,1969-01-01,1977-01-01,10230680.074638689
Cardara,KZ,YUZ,38439,,41.3667,68.0,240.0,Asia/Qyzylorda,1973-01-01,2025-04-03,1936-01-01,2022-07-09,1936-01-01,2021-01-01,10237881.410054533
Shahre-Kord,IR,CM,40798,OIFS,32.3333,50.85,2078.0,Asia/Tehran,1973-01-01,2025-04-23,1973-01-24,2025-04-11,1995-01-01,2022-01-01,10246410.29436774
Lugovoj,KZ,ZHA,38343,,42.95,72.75,0.0,Asia/Almaty,1959-01-01,2025-04-03,1955-01-01,2023-04-05,1955-01-01,2021-01-01,10249210.50412369
Ulaanbaatar / Ulan Bator / Songiin,MN,UB,,ZMUB,47.85,106.7667,1286.0,Asia/Ulaanbaator,1956-08-02,2025-04-23,,,,,10250298.642566452
Navoi,UZ,NW,38567,UTSA,40.1333,65.35,0.0,Asia/Samarkand,1960-01-01,2025-04-23,1936-01-01,2025-03-26,1936-01-01,2022-01-01,10252850.74784812
Yalinga,CF,HKO,64661,FEFY,6.5,23.2667,601.0,Asia/Colombo,1973-01-01,2025-03-28,1952-02-01,2025-03-08,1952-01-01,2010-01-01,10256463.232670762
Abadan,IR,KZT,40831,OIAA,30.3667,48.25,3.0,Asia/Tehran,1943-11-30,2025-04-23,1943-12-01,2025-04-11,1943-01-01,2022-01-01,10260454.536638053
Buhara,UZ,BU,38683,,39.7167,64.6167,230.0,Asia/Samarkand,1936-12-31,2025-04-03,1937-01-01,2025-04-11,1949-01-01,2021-01-01,10262452.780795926
Otar,KZ,ZHA,36864,,43.5333,75.25,0.0,Asia/Almaty,1953-02-16,2020-12-31,1936-01-01,1991-12-31,1936-01-01,1991-01-01,10269197.092876788
Sabzevar,IR,KV,40743,OIMS,36.2167,57.6667,941.0,Asia/Tehran,1963-01-18,2025-04-22,2003-07-05,2022-04-20,,,10269635.873596888
Ominato Ab,JP,AO,47516,RJSO,41.2333,141.1333,7.0,Asia/Tokyo,1973-01-01,2025-04-14,1977-10-02,2022-03-06,2008-01-01,2008-01-01,10271184.539118133
Pskem,UZ,TA,38462,,41.9,70.3667,1258.0,Asia/Tashkent,1960-02-08,2025-04-03,1936-01-01,2024-04-13,1936-01-01,2021-01-01,10272779.018318076
Iliysk,KZ,ALM,36837,,44.0167,77.1333,710.0,Asia/Almaty,1981-01-01,2022-12-20,1977-05-01,2021-03-10,1977-01-01,2021-01-01,10274817.534849443
Talas,KG,TL,38345,,42.5167,72.2167,1217.0,Asia/Bishkek,1948-01-01,2025-04-03,1936-01-01,2025-04-05,1936-01-01,2021-01-01,10275264.742702605
Druzba / Dostyq,KZ,ALM,36806,,45.3,82.4833,394.0,Asia/Almaty,1959-01-02,2025-04-02,1961-06-21,1991-12-31,1961-01-01,1991-01-01,10277196.246437589
Esfahan,IR,EFH,40800,OIFM,32.4667,51.7167,1590.0,Asia/Tehran,1948-09-01,2025-04-23,1948-09-01,2025-04-08,1948-01-01,2022-01-01,10284952.97879012
Atbara,SD,ASH,62680,HSAT,17.7,33.9667,347.0,Africa/Khartoum,1949-01-30,2019-05-08,1957-07-01,2019-04-14,1949-01-01,2021-01-01,10289162.027533358
Tashkent,UZ,TK,38457,UTTT,41.2667,69.2667,489.0,Asia/Tashkent,1932-01-01,2025-04-23,1881-01-01,2025-03-27,1881-01-01,2022-01-01,10295725.884391582
Mbandaka,CD,EQ,64005,FZEA,0.05,18.2667,345.0,Africa/Lubumbashi,1949-07-04,2023-05-25,1973-02-18,2014-09-15,1947-01-01,2011-01-01,10296850.2856776
Hafr Al-Batin,SA,SH,40377,OEKK,27.9,45.5333,413.0,Asia/Riyadh,1978-05-12,2023-12-14,1990-10-01,2017-09-10,1990-01-01,2017-01-01,10297265.236253913
Al Qaysumah,SA,SH,40373,OEPA,28.3167,46.1167,358.0,Asia/Riyadh,1951-04-06,2025-04-23,1963-03-07,2025-04-07,1974-01-01,2022-01-01,10300008.213071493
Matadi,CD,BC,64207,FZAM,-5.8,13.4333,355.0,Africa/Lubumbashi,1973-01-01,2023-10-20,1973-04-13,1999-10-21,1963-01-01,2011-01-01,10302626.957534423
Omidieh,IR,KZT,40833,OIAG,30.7667,49.6667,29.0,Asia/Tehran,1973-01-01,2025-04-23,2016-07-20,2017-08-28,,,10312256.803769315
M'Pouya,CG,BN,64452,FCBO,-2.6167,16.2167,311.0,Africa/Brazzaville,1950-03-15,2024-11-12,1950-03-14,2024-02-09,1950-01-01,2021-01-01,10312499.345655192
Gassim,SA,QS,40405,OEGS,26.3,43.7667,648.0,Asia/Riyadh,1973-01-01,2025-04-23,1973-01-08,2025-04-08,1967-01-01,2022-01-01,10313579.162624106
Misawa / Izumimachi,JP,AO,,KQSM,40.6833,141.4,36.0,Asia/Tokyo,2001-12-15,2022-10-24,,,,,10315413.063407015
Bishkek,KG,CU,38353,UAFM,42.85,74.5333,756.0,Asia/Bishkek,1946-01-03,2025-04-03,1936-01-01,2025-04-11,1936-01-01,2022-01-01,10317131.909330774
Syr-Dar'Ja,UZ,SI,38583,,40.8167,68.6833,264.0,Asia/Tashkent,1960-01-01,2025-04-03,1938-01-01,2025-03-27,1938-01-01,2021-01-01,10318428.534850547
Shendi,SD,ASH,62700,HSND,16.7,33.4333,360.0,Africa/Khartoum,1949-03-03,2019-05-08,,,1969-01-01,1975-01-01,10324460.797769658
Hachinohe Ab,JP,AO,47515,RJSH,40.55,141.4667,46.0,Asia/Tokyo,1973-01-01,2025-04-14,1976-06-10,2022-04-10,1979-01-01,2022-01-01,10326015.414595949
Stanley Airport,FK,,88891,SFAL,-51.6833,-57.7667,23.0,Atlantic/Stanley,1984-06-05,2025-04-22,1995-02-06,1995-02-06,,,10327887.443534113
